pk_clientes;CustomerKey;Customer;Customer Type;Line of Business;Business Unit;Business Family;Regional Sales Mgr;Phone;Division;Address Number
4d16eac153f1416b5bcef2afa05d613956ddc0e4bc04ba2669fa70c1f9bb17f8;10003720;Age Shop;G2;Não Informado;1;R2;S5;816-455-8733;2;10003720
0c51ca0baefe56514b747a713bd3581e79b90b823af7186d4c493e4a9e6b8e36;10000474;A-ARVIN Store;G2;Não Informado;1;R2;S9;816-455-8733;2;10000474
a092370cd278a469a1e90e5386fd08ac508e8db03924b78e1d89901c90db64e0;10012235;Fimetrics Supermarket;G3;Não Informado;1;R3;S5;816-455-8733;1;10012235
1e39a5ad6d9e605a11121783f9fe0e32a7ab61be5d086edb0979c250d1b1d577;10004602;Best Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;1;10004602
b0b20833d25ae09b1bfce98d36035d105f1c315d1534810e44e0b6207b271327;10025248;Telus Store;G2;Não Informado;1;R3;S16;816-455-8733;2;10025248
52964b046b52595e5527f7d25328bfb92fdd124db902f4315fc70720c3cb8a97;10027583;zNET Shop;G2;Não Informado;1;R2;S5;816-455-8733;2;10027583
1a2a52479eab3a057b090bb73ced9a5a6603d905aba4d137d3fe436128b72452;10007457;CalComp Shop;G3;Não Informado;1;O2;S1;816-455-8733;1;10007457
91e4bbdea9260257c596b14ff0f07d8b278c4397e854128005fdb730c7078119;10025575;United Market;G3;Não Informado;1;R3;S5;816-455-8733;1;10025575
235d9530fd094ea65b9306980c6b12c1a7fff65c7d3551051f22b50cd4194a9c;10019665;Labatt Supermarket;G2;M1;1;R3;S16;816-455-8733;2;10019665
7fbddb10030def2aca89c297fa7624de7baf8f4bdcdb5552befebcbfa80bed10;10023964;Science Store;G3;Não Informado;1;R3;S5;816-455-8733;1;10023964
bf3854638d2d5e155ba854b96682a13bd5e8eaffe3c2b1897232317d6e579aa5;10012422;Finishing Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10012422
fc5aceef73be2b9f6037f3c9f9b807d5fa9f3e2eff4b13c30f1f8b41dd56a080;10019897;Livermore Store;G2;Não Informado;1;R3;S16;816-455-8733;2;10019897
1fed582eed04ad2237eed5f955f05ffdc7dca7b99404c48efc1cd3aa54a89a31;10002709;Active Store;G2;Não Informado;1;R3;S1;816-455-8733;2;10002709
949c72244edb773357eb56a730cacec0664b3e7fece8a7a620a2d3170c799d0a;10006093;BigJobs Shop;G2;Não Informado;1;R3;S9;816-455-8733;2;10006093
9a6ff44d7d8963f243162eb25811fcd397367bf0be53f90680250581bbc5466e;10022687;Ravenwerks Shop;G3;Não Informado;1;R3;S5;816-455-8733;1;10022687
ac968e5d782638a7e2305b5cdfffbaa3fa517c52f599fd028d47e6bcd726a781;10014739;Haz-Mat Store;G2;Não Informado;1;R2;S5;816-455-8733;2;10014739
7fd9c1fc6d5c3181b21246e6af4852f8f4ba14bf87b82fd5f70b03a97a91ddc9;10007866;Camros Shop;G1;M1;1;R3;S16;816-455-8733;1;10007866
d4f46a6e90fa0fb9efa3f5529ec4d8e50438a93f58bfb7f98d604760a2e53d9c;10026365;Whites;G2;Não Informado;1;R3;S16;816-455-8733;1;10026365
2c5e11061f73dd3f82539fa18d47dde5c28bb6661af53f9499fa499666ef701a;10022450;R2J2 Shop;G2;M1;1;R3;S16;816-455-8733;2;10022450
18d4fbfd43c2770de4b6031d496ecc2a1609823208063ddf5f75536b8c7be9b2;10008381;CAPCON Shop;G2;Não Informado;1;R3;S1;816-455-8733;2;10008381
bc516fa673ce0d44915a3e5f7f63007d2e56a958b1356ae93adbc565fb50092b;10020413;Molson Store;G2;Não Informado;1;R3;S1;816-455-8733;2;10020413
7bbd2e550344d89e46d071826ef1779ecec33b586b0e2659f0d4f2815e478c0b;10000499;ABSolute Shop;G2;Não Informado;1;R3;S16;816-455-8733;1;10000499
96a694861d45f0344bc7ec3d904d4c23a53fdb16041c9db51056c9e4ef8fdaad;10020449;Nancy Supermarket;G1;M1;1;R3;S16;816-455-8733;1;10020449
986e587a8e496c6435ef33464bc67849043fbaa1ae0d911babd346b869e59697;10020393;Minneapolis Supermarket;G2;Não Informado;1;R3;S1;816-455-8733;2;10020393
c7e5a2bd0c123435c861cf8d3c66fd2b78325aa4781360714c135f3aa780699a;10027560;Zilog Shop;G2;Não Informado;1;R2;S1;816-455-8733;2;10027560
dcdc3126b09217744ad5c4c3b66d0d550e02e06a4666509f550b273071abd22e;10019420;Keystroke Market;G1;M1;1;R3;S19;816-455-8733;1;10019420
486bd0e218c09680964fef58560f8622b11cfcda2ec8a1fc895377a6c48262b3;10012158;Filene? Shop;G2;Não Informado;1;R3;S1;816-455-8733;1;10012158
d8a8497047bca88640d3700e96a1326efa6b0f638f1a0be083429c8218535ea8;10000461;A1 Store;G3;Não Informado;1;R1;S2;816-455-8733;1;10000461
8c679443f3e5f4f6d11dc03ada8914d8470ca49b2ac773cb31397f150b10b81e;10021239;PADL Shop;G2;Não Informado;1;R3;S1;816-455-8733;1;10021239
09f5c7602b946034b2542e15638c1462c68798c82bbf916edd5524c289d51e5d;10002520;ActivCard Shop;G1;M1;1;R3;S19;816-455-8733;1;10002520
ef458b913ac56fdf9d2f9fc9e9a32dc360dc120cbef3adaa284f6dc4e128a6e3;10010882;EDA Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;1;10010882
0054db3a98bc6997e0bbb6d87820f15da049d38bd579212f373f7eaefe56ad1f;10022978;Relcom Shop;G2;Não Informado;1;R3;S16;816-455-8733;1;10022978
aeab136ab79551de524ee8b92a5cf5bddfcc5f5b03dc4050a79f96f0836a519c;10019410;Keystone Store;G3;Não Informado;1;R1;S2;816-455-8733;1;10019410
843be5a5cc030233a744464dffdbb31972b65fbd6c753d212e2a5e7894582ce4;10007117;Bre-X Shop;G1;M1;1;R3;S19;816-455-8733;1;10007117
5398af0d6d9c74bd53511ad1d40187157c85e9b805be8c8e3ef7ccfdb8f1ddc8;10002489;ACT Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10002489
faeb7691f1d0458c8560f5ffd73d79eb07b19c536b210af5c6a43b29a38c8e30;10002506;ActionWorld Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10002506
d7385d9861de9b1cc366674216a7f33546533495f1fc0711ff12c805660f127c;10009662;De Store;G2;Não Informado;1;R3;S1;816-455-8733;2;10009662
54f2003f13bad958297ea94dbef24d6f7ad04d133141fd960f5614194102f8d7;10020332;Medics Shop;G2;Não Informado;1;R3;S16;816-455-8733;1;10020332
4bb49de5b555d3809544b08574a66e618eccfdd026467bc8ed6e2e6917451dae;10011623;Federal Supermarket;G2;Não Informado;1;R2;S3;816-455-8733;1;10011623
7e404ea9a5a8aca862be5ceae760c97b6ee2f1ab6efc151240584578427e6435;10020247;MAXSTRAT Shop;G2;Não Informado;1;R2;S5;816-455-8733;1;10020247
6ab9cffc77c6afecebf0668d8ebf5f874c745f24575cbd94211ddac5650cfb71;10011979;FiberPlex Shop;G1;M1;1;R3;S19;816-455-8733;1;10011979
da68110bfb602c57954f0a2faf5817baea58b5ed9c7c9306ffc1ba5ffe4f9ffc;10013252;Gate Shop;G2;Não Informado;1;O2;S12;816-455-8733;2;10013252
55a3c672f2d02d553a1a03b1ae618dc5622494a7dc6d5846ef8afcae56cfcd0b;10019194;Kerite Company;G2;Não Informado;1;R3;S14;816-455-8733;1;10019194
31cd9954cbf05de959d75da9686e8e8d99834295ba45aa873a03dfb1fccbb3a8;10018352;Johnson Store;G3;Não Informado;1;R3;S5;816-455-8733;1;10018352
c6d43ee8c6050cb404e472cd2938f5008fade4cb4ff811101389f75f201f281a;10021286;PagePoint Shop;G2;Não Informado;1;R3;S1;816-455-8733;1;10021286
76f2ee01be417f7413c2b3edc6547beccca3ea8ff3b904894e03f3936a075eb7;10000486;Aberdeen Shop;G2;Não Informado;1;R3;S14;816-455-8733;1;10000486
83f331e61080c21d492ad92e86f690e4fc534e001658916550cac098d8ed741f;10004207;Bell Store;G1;M1;1;R3;S19;816-455-8733;1;10004207
2e4b03ecaec6a30bd261d7731c3642c3286f76a0f414526537a759a1d6d6eb37;10020907;Onebox Shop;G1;Não Informado;1;R3;S16;816-455-8733;1;10020907
4f935ba6060a33a236c7c90a391dad008c7b347fdca199771263ebbcfc350289;10021175;Pacific Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10021175
90ec91e42c7324af596e3669ec1ab4e7a94d98f01ba00fdc5843aba2aef6c2cf;10015030;Hegemony Shop;G2;Não Informado;1;R2;S5;816-455-8733;2;10015030
e690a8510809da29a9d7e7f3d7d530c411222a2d5320715a72e1a884cfc6e60c;10024010;Screaming Market;G2;Não Informado;1;R2;S3;816-455-8733;2;10024010
e6a1e3bebfb17823e25a942945e2d4dead07f1df47a6fc7e1e892f7951c53f17;10008593;Capitola Market;G2;Não Informado;1;R2;S5;816-455-8733;2;10008593
42994688f9f2447cd7a9eee2125610f6ce812a2390610796eea146d4c8a4ad7e;10015011;Hederman Supermarket;G1;M1;1;R3;S19;816-455-8733;1;10015011
30067a8cd8c8d67b57a8edce4e13aa06d5c8a48770c74f6787f70d06260c3379;10025023;TAL Store;G3;Não Informado;1;R3;S5;816-455-8733;1;10025023
5574858a439ab3e26c26382f99ab7bcd545e30cea1318bf4b11072c1834e3397;10006836;Biz-comm Shop;G1;M1;1;R3;S16;816-455-8733;1;10006836
52f0af1fc1c2acc50f28d8488cde7179db9a2d1d0c000b39ab10694e01ab7042;10025246;TECC Shop;G3;Não Informado;1;R3;S5;816-455-8733;1;10025246
36c2c9345c3268c72b4684189b814fde38da7d330be3fe2315a469ce83494a69;10023244;Revolutionary Supermarket;G2;Não Informado;1;R2;S5;816-455-8733;2;10023244
6b62e50e7a39b7de47cb1c0521d36f1c85dc985725431f12c32347d81d63b071;10023235;ReviewBooth Shop;G2;Não Informado;1;R2;S3;816-455-8733;2;10023235
a29b8197ee7947290cbb3919117826ce83dfdc5eea3e736fdb36d8715f721fd4;10025515;UniPress Shop;G2;Não Informado;1;R1;S20;816-455-8733;2;10025515
6b4b3acbc281dc94429b7eeb234de6712558132df80034d2846fef49988a291c;10026081;Ventana Maxistore;G1;Não Informado;1;O2;S1;816-455-8733;1;10026081
9756d0d385a68c82f0bbcefd522c019734013e506e861100f99882562ffefcb3;10025086;Tartanchase Shop;G1;Não Informado;1;O2;S1;816-455-8733;1;10025086
8d928064b9b964354a51c129ac8d67aa675567611000bc2bb79359b445dfbacb;10015253;Hekimian Store;G3;Não Informado;1;R3;S8;816-455-8733;1;10015253
09adbc1a361ca72d9e5fc9566c944dbef7228822fd74085f34cb0fa2d8564dc1;10009885;Degolyer Supermarket;G3;Não Informado;1;R3;S5;816-455-8733;1;10009885
649f0fe253ace35b722790edf36f2610deae980ababaafcdaf9110aec219e2de;10003857;Beckman Market;G2;Não Informado;1;R3;S1;816-455-8733;1;10003857
188a96bf216b45ef6d91faabd25708cc3a95f1146504a40fbab4f764ee166b70;10021242;Page Store;G3;Não Informado;1;R3;S17;816-455-8733;1;10021242
cc7fd448ca137e3191f73951b47d7f3ad1080c9759731eaddb8dcab0f8b93e2e;10017072;Iconation Shop;G2;Não Informado;1;R3;S9;816-455-8733;2;10017072
757279e6d8e65a19cd5c7923de3a3c3ea78a8f13116eff701050892e54a94828;10018644;Kabbalah Shop;G2;M1;1;R3;S16;816-455-8733;2;10018644
ecff6664882473ed45bc873c3de7eb227d6f1d7756930cf5a817744ecdb1365e;10025033;Tally Store;G2;Não Informado;1;R3;S16;816-455-8733;2;10025033
b06619b2109f7de023977adfee6065108a23cf96cd918f562f7e207e43e1302a;10025243;Teca-Print Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10025243
03e446a317787d5f0eb995efcd62d65af7c672d89b50c6807ba57505c0146073;10025040;Tangent Shop;G2;Não Informado;1;R3;S1;816-455-8733;2;10025040
0b5dda3e45dd2cfe077ba69f953e99da961a2045a7a7201637298c72132bcd7a;10025063;Taroch Mexistore;G1;M1;1;R3;S19;816-455-8733;1;10025063
77376bd4bd891ac90c4dd7a909881e81112fa8c6494a749bb50a0bffb8aa6dcf;10009653;DCP Supermarket;G3;Não Informado;1;R2;S8;816-455-8733;1;10009653
31deef0cae47a9bf345100bd33d80f2b27a779646acfeb6b43d50f7c035af90e;10024880;Sun Supermarket;G3;Não Informado;1;R3;S8;816-455-8733;1;10024880
8f2d0b3cad5116190a3f6c1af91a75ef8307526d5e6d4560e7ab5394bf935481;10006919;Hoovey SuperStore;G1;M1;1;R3;S19;816-455-8733;1;10006919
2f17cfddd80d2d32e197df28ce0dfc6d804ae613c9ad3cf73cad9eaaaf0104e6;10016549;Home Store;G2;Não Informado;1;R3;S16;816-455-8733;2;10016549
2c0479b2e2cb776c6b8045eaab63acdc04d213561fa916c899c0723da6e0c8aa;10014264;Harbour Store;G2;Não Informado;1;R3;S1;816-455-8733;2;10014264
d136aa9138ccfd330e3d6c788a222e9d9d7b6dcf22692ae31b7260e1140fbdb6;10009633;Dan Store;G2;Não Informado;1;R3;S16;816-455-8733;1;10009633
c52903ec35f81060dab7cb7169d929a4ab235535699a7a95d6c540c0d0a27fc5;10002144;ACCUCOMP Shop;G3;Não Informado;1;R2;S8;816-455-8733;1;10002144
cb806389a75332cf01f7eecbdb64bcb692e3bf24f6b68799f45e044f846faaf3;10013061;Gammel Group;G3;Não Informado;1;R3;S5;816-455-8733;1;10013061
7b0ae3eb04ff9bf3682322dc981e5947c4ba9017589a171e550e53eb48a39e6b;10000480;Abbotsbury Shop;G2;Não Informado;1;R2;S5;816-455-8733;2;10000480
35451af806f560726d0e45efead09f2f7e47ebfe0d48a47f62e010290c8f71ba;10006805;Bitstream Shop;G1;Não Informado;1;R3;S16;816-455-8733;2;10006805
2a7581bb28a2700b08688d1367985902523646e66f179a02097eb166a427679c;10021736;Patton Store;G1;M1;1;R3;S19;816-455-8733;1;10021736
0d82d91fd4494695cba8c80023fc2b12babcebdcd6100ab5f6788c466c77c336;10020492;NBTel Shop;G2;Não Informado;1;R3;S16;816-455-8733;1;10020492
77983e7d108c5605b63a359e4dc76a933e787aee8daee9fc69a0d75b0653ca15;10010717;East Shop;G2;Não Informado;1;R2;S5;816-455-8733;2;10010717
e442e890c7f955273d91a3857f834add44155f5177f81401fbc8640b465fb962;10022240;Quantum Supermarket;G3;Não Informado;1;R3;S5;816-455-8733;1;10022240
239307a77260b6399de4dcf7ffe784259dfc94471e3dd2e429b60845e9d8cb8e;10019913;Livezone Supermarket;G3;Não Informado;1;R3;S17;816-455-8733;1;10019913
56b3438e94d25d24dbbf4a1ca8bf879b5f00476333b8ad08bb931f7d06daa733;10019952;Lobster Market;G2;Não Informado;1;O2;S12;816-455-8733;1;10019952
57bfa2b29766aaedc3d8630381dc0e2b93930664a5650cd335563bf5e90b1221;10018885;Kawneer Market;G2;Não Informado;1;R3;S1;816-455-8733;2;10018885
bfe34cd71ee0f62ae3d509f8460f8a4d46e9499e76a8534c376bd38f7246b838;10026606;Xilinix Midstore;G2;Não Informado;1;O2;S12;816-455-8733;2;10026606
0da0905b5006e1267d58de15b6684f69d930548859d3f309e12786f1f5541c21;10021936;Pink Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10021936
f43c25ef8799096cf9dce9123f99760427b42541521bb82e6a905e8dc2c4d8c8;10016047;High Store;G2;Não Informado;1;R3;S16;816-455-8733;2;10016047
7375af08fa368c8704202b3a4d17c999cecbfcc4d66d59707230906f6b826562;10027572;ZipLip.Com Shop;G2;Não Informado;1;R3;S1;816-455-8733;2;10027572
145b6ba73b3c5698f521ff613b9354da591830137e962c910fb18c4877e0edd5;10019678;Laker Market;G2;Não Informado;1;R3;S16;816-455-8733;2;10019678
9e02d0de40b3a7310b9466ec164ab6c9fd7177ffef06ad3c746ef9a0032728f8;10025239;Teamaker Shop;G2;Não Informado;1;R3;S16;816-455-8733;1;10025239
25b848923172615c702dd73019440fbade4e1597f38e0ba72b88733b92042e5c;10002136;AccessWare Shop;G1;M1;1;R3;S20;816-455-8733;1;10002136
7c19fd8988e07662eeb6eb677d411737bff802a7a2a2bbcf1bd3bc8e956f5a7b;10010935;Edna Megaplace;G2;Não Informado;1;R2;S5;816-455-8733;2;10010935
09d87c2b65570f244af28c810aff66d33c20eb0e38f9ad3c9c7c8572e3310803;10013080;Ganymede Shop;G2;Não Informado;1;R3;S16;816-455-8733;1;10013080
cf1455270a672fba4277a6b54eabef34d2574433ce20db15e5ee983eead949a9;10022167;Quallaby Megaplace;G1;M1;1;R3;S16;816-455-8733;1;10022167
bfcd3c2862e6402796a8fb2750a4fe0658071aaaaefe49418df4c056c011b62d;10012927;Galaxy Supermarket;G2;Não Informado;1;R3;S1;816-455-8733;1;10012927
54a529ecaab000619f52d7f5ae77b6508176cacbef1721fa7ea8749ed5e14eef;10013871;Grove Supermarket;G2;Não Informado;1;R2;S5;816-455-8733;1;10013871
b8f2a9de9bacdf745ee9965236bcc18540ea731d8c3c7dd45190ac7e1b1cf504;10021911;Ping Shop;G2;M1;1;R3;S16;816-455-8733;2;10021911
e78afb996c9d2bbc5196f03e83b19d88a338f882936e0a159a6b30b32097d81e;10027381;Zero-Knowledge Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10027381
6d8d9ecc29fd267e72821d1a71f442ee423ed29bbfa6e752634e697b2e3cb37c;10025237;Team Supermarket;G3;Não Informado;1;O2;S1;816-455-8733;1;10025237
6cece071f5049288320e6402225b5b6f47e058f4feb0639a34847cbacfaf906f;10021380;Pangaea Store;G2;Não Informado;1;R3;S9;816-455-8733;1;10021380
48a8c41ebc59815b965b60c39b526c9be56032ef8a692656bfc846ec3c9026d0;10017585;Ilog Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10017585
6152c7211c42f15f8cd2a11739a657902897479bbf5f494060426dbf466c0974;10018623;K&M Supermarket;G2;Não Informado;1;R1;S5;816-455-8733;2;10018623
6c72c3fd1bef22c06150b7742871e1224299d72ff7e595230bd6edff989c999d;10009156;Carden Supermarket;G2;Não Informado;1;R3;S1;816-455-8733;2;10009156
92878abbaa647fcd6724b2c5641c464421b9ea44448c0816c1dce6cac5626021;10018868;Karickal Store;G1;M1;1;R3;S19;816-455-8733;1;10018868
4f08f23845424f068a292d9af1c3d622c26160ecbbb85047bdbfde62f51b756c;10012328;Finder Shop;G2;Não Informado;1;R1;S5;816-455-8733;1;10012328
47774f967bb6660550e03f60786a39a9eff0af2da49396a5c626bf05d1308584;10026336;WBM Store;G2;Não Informado;1;R3;S16;816-455-8733;2;10026336
0bfb7b9dbc9f530693fae45011cb9316c94c757693cbf34358f8c43ff59c2890;10010855;ECI Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;1;10010855
0214885f4edea3baf456ea669c10e7236a2117dfac920a19269f109da8b1208d;10002150;Accumedic Store;G2;Não Informado;1;R3;S16;816-455-8733;1;10002150
62db8182014a753d01f02e8dc92c5870fece15a3aede45ce5786bfab0830f2bb;10011521;Farr Market;G2;Não Informado;1;R2;S5;816-455-8733;2;10011521
1368c11f76285d41f5483e9fe7979e7c2e84b40ae0496984d00bc4ad3952f693;10015783;Hershey Supermarket;G2;Não Informado;1;R3;S1;816-455-8733;2;10015783
b66c3010ce8eb5c52220a10397ed66de21baf128206f7ed97a9a970c5c8280e7;10004516;Besicorp Shop;G1;M1;1;R3;S19;816-455-8733;1;10004516
821c4ed24c97974f41b2c717054adb6196fcd916f7c89d093e52a715124528c4;10023495;Safe Shop;G1;M1;1;R3;S19;816-455-8733;1;10023495
09b97107970862dc8cabe3052710335392a65a74564c858331d2de2b020f3516;10009639;Data Supermarket;G1;M1;1;R3;S19;816-455-8733;1;10009639
590d0b9f29ddb15eaf6b872ee55336a76990adb179045e50083b00df0cecdf18;10026560;Xentec Shop;G2;Não Informado;1;O2;S12;816-455-8733;2;10026560
cf3d3ad515557e651b2383867f4da428c16c663ea017b015768b8918d75d570b;10023509;Safetynet Shop;G2;Não Informado;1;R3;S1;816-455-8733;2;10023509
aa2121eba53faf026492fc3c87b316f01e2b35f7e1af685bc52c5ff463ef20b0;10007448;Cajun Shop;G2;Não Informado;1;R3;S16;816-455-8733;1;10007448
eb2f9253075f8356246b075864ec4e31aaae6cb2ef1e2d1963cf876047ed8078;10021270;Page Market;G2;Não Informado;1;R3;S16;816-455-8733;1;10021270
fd80d29f027a0a1a242cbb12db5fa85cf87f1ff5e658bf7f59018cfa7c20916c;10000475;AA-Wizard Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10000475
1e985e8605746ac9fcbfe76c440179b20602b6e75f56293e24f21580776be348;10014043;Guarantee Supermarket;G1;M1;1;R3;S18;816-455-8733;1;10014043
441af8a32afdb2f771f8903c07499a0886cf0771747a759766fcf949ced79882;10000501;Absolute Supermarket;G3;Não Informado;1;R3;S5;816-455-8733;1;10000501
2a2a24a62c37f2cde48b4501efd5c31a21dbf70adf69a8dfd20139f3fd21a8b0;10021222;Pacifico's;G2;Não Informado;1;R3;S16;816-455-8733;2;10021222
bb9b0c09a08eb134ea98161417cda6d29afc90d8d15c31aa92684f2e3834df59;10025061;Target Store;G2;Não Informado;1;R3;S9;816-455-8733;2;10025061
2907747f7068a76d8a45f0cbc64dfd0d2b9df7a9ad8c7163494826a1dfc29089;10009669;De Store;G2;Não Informado;1;R3;S14;816-455-8733;1;10009669
47684a751d22dab45964985971edf1827b327faf61a37553ebb575e2bf635d85;10025158;Taskers Supermarket;G1;M1;1;R3;S19;816-455-8733;1;10025158
26921e780a179b16b8415e6038751cbd3405200d003c3d9cbb3590ff4617f52f;10020684;Oklahoma Supermarket;G2;Não Informado;1;R3;S1;816-455-8733;2;10020684
ba23e855bcbaae9ffa0045068245dba0783fa06aa7da782086a6f7c299c59414;10023212;Reuters Supermarket;G2;Não Informado;1;R3;S1;816-455-8733;2;10023212
1958dfaacd1aee42d70ef12109f564f1fb67c4363bb975b05b6bbf7b351787a2;10001818;Acc Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;1;10001818
61bfe6307406a37f23e428d22150e7de0a81dbbca836f75f15ed77c657da4200;10002142;AccuCom Shop;G2;Não Informado;1;R2;S5;816-455-8733;1;10002142
2f9c7e507f179705a924177d29fe72c5d075a3ac86b3d083347b4aa958881bf6;10006846;Bizmarts Shop;G2;Não Informado;1;R3;S1;816-455-8733;2;10006846
d77cb2b8f75e5debcf03fc02c39fe52a9479cb0f9f4555899a102d455da9c252;10002244;ACS Market;G2;Não Informado;1;O2;S12;816-455-8733;2;10002244
b100b012a5cea51c3c203f949dd914965e79eb6c33cb5f0b2a3b4375319de382;10019150;Kentucky Supermarket;G2;Não Informado;1;O2;S12;816-455-8733;2;10019150
7c5a28918163add7848c3bd433f5319bc8fb7072032af47d29eef9f1562c2bcc;10010974;EDS Shop;G2;Não Informado;1;R2;S9;816-455-8733;2;10010974
dd4de51c0020fc47768fb4db8dd18120bd004019d9e8db39d8ddde6392eb3c6d;10023703;Sarcom Shop;G1;M1;1;R3;S19;816-455-8733;1;10023703
52e1e179e3dddab58b90bbce036c90687b7217f26601b5ea1fdc646df6ffa1bd;10016609;Homestead Market;G3;Não Informado;1;R1;S21;816-455-8733;1;10016609
f569103cbcfc7f0f660ab4ba509656d4a87c8b5f81f69255a384fff09eff74fe;10024704;Sterling Store;G2;Não Informado;1;R3;S1;816-455-8733;1;10024704
c104e9e5da1290357137c0d14ffbff0e99bdd2affc166dc61e321a6c2c63fff7;10018628;K.C. Supermarket;G2;Não Informado;1;R2;S5;816-455-8733;2;10018628
4cd81245a41b0378f8041d3779df07f16228252161c0f59608905af16ddc558e;10019109;KentISP Shop;G2;Não Informado;1;O2;S12;816-455-8733;2;10019109
3c150dff7f6c95296b30351640da7f4dbf9bc25b524c73ab0d0b07ee76b72541;10000462;a2i Shop;G2;Não Informado;1;R3;S1;816-455-8733;2;10000462
807c8065cda5538f315bc30185f114a0c98ada6d7835aa506172c67c6942aea2;10023489;Robust Store;G2;Não Informado;1;R3;S16;816-455-8733;2;10023489
a54096a933ebfd27a5924e09ed463387c9f9da12920a5a3633feff0b57f654d9;10016542;Holy Supermarket;G2;Não Informado;1;O2;S12;816-455-8733;2;10016542
5f4819de137f9d87259989cb93ef390bb56d5aac83bd1244acc03763f24d1203;10005099;BF Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;1;10005099
553a3a32dee7701c939212c0ac3990e4605a3b45a4ecb150b9d97442fcf227c7;10023524;Salias Gigaplace;G2;Não Informado;1;R3;S16;816-455-8733;2;10023524
7e06c8263ff64ee7a5043cb2bfeeb82e26ffb13b7913786b9b52cf02048c32ef;10021300;PageWave Megastore;G2;Não Informado;1;R2;S9;816-455-8733;1;10021300
486bb22436223cf0a2095f14ef31eee91baf8934b491536f2f3888165179595b;10027370;Zeroo Gigastore;G1;M1;1;R3;S19;816-455-8733;1;10027370
8072bd3501c8fcd12eb3a4b54152f2c2f7ecc5f388be0e3a32e4c3c9eb18033b;10025467;Underwriters Supermarket;G2;Não Informado;1;R3;S1;816-455-8733;1;10025467
f480cb601c938871d461468a991bb3b3dc61934838e7c9f65230fa5e0e110042;10021305;Pallister Supermarket;G2;Não Informado;1;R3;S1;816-455-8733;1;10021305
cd5b7a3f4f751f1e186ccee73ccab717d548f4fe1a6c63cade6d0156a17a11ea;10016548;Home Superstore;G2;Não Informado;1;R3;S16;816-455-8733;2;10016548
243dc74cc6f57cbc55cdf771874a9aa9ebbe0208b9c513b604a74ea551f0da64;10026861;Xyplex Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10026861
c85576d7e41b6cebdad291bad0c02d1cd2af878cafdbb8b9141718f37f47a7bf;10011981;FIBERWORKS Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10011981
dae92e917a83e4df339f9b072198c1cfde1fd6541e104724c6e7abe55fa90be6;10025300;U.S. Market;G2;Não Informado;1;R3;S1;816-455-8733;2;10025300
e426e39e16de9399d0888ca063b0909a4370b97e94077b4c7708fcc20fc23dba;10011089;Embedded Supermarket;G3;Não Informado;1;R2;S8;816-455-8733;1;10011089
8452b5bc91d74b41a7e5e0ea4a4601b119b0b0eea342aa8a5f246f2dfd89eb44;10005688;Bien Supermarket;G2;Não Informado;1;R3;S9;816-455-8733;1;10005688
6d83f8a15f06c76e370fd7a44fc8a6f659caf626dc400ecc75e6ed0dc090f418;10013232;Garza Supermarket;G2;Não Informado;1;R3;S9;816-455-8733;2;10013232
17f3cb6de24640308e69e04cdc0791080aa8aa1b59fd65659bfdbdad5f147cbd;10012234;Filmotype Shop;G2;Não Informado;1;R3;S16;816-455-8733;2;10012234
471a7ebcaee99124e861fa546ccc0a9741dacf0cb67da0c1bae2df9815ea0663;10020266;Maxwell Supermarket;G2;Não Informado;1;O2;S12;816-455-8733;1;10020266
9aaaa4f2d636d2dc93fd828f05595552630fb850368bba9828b5c3d54da21eea;10022201;Quantum Shop;G1;M1;1;R3;S16;816-455-8733;1;10022201
12f9f29019182964a7330b0f48b567f0d80558183d2a6f388a5bb41920412679;10026839;Xtreme Shop;G2;M1;1;R3;S16;816-455-8733;2;10026839
1c62610c859fd27935dbf6f694cd07d92957f44b10a8e59928ba2991fedfe10a;10014047;Gulf Market;G2;Não Informado;1;R2;S4;816-455-8733;2;10014047
07f228173b7710459ae7c5020b5fd83452266201cce3fa807e0a623688687deb;10015793;Hetrick Supermarket;G2;Não Informado;1;R3;S16;816-455-8733;2;10015793
1fa4e15f0da469e8ef51c20a3b2f45f237473192ee237b34eaf8dbff15cf4d55;10008596;Capitolnet Supermarket;G2;Não Informado;1;R4;S18;816-455-8733;2;10008596
d43e0d3a01de104eb0c16b38dae415f218191613c2923f3a157531284c3eb9a3;10026268;WarRoom Store;G3;Não Informado;1;R2;S8;816-455-8733;1;10026268
